8.4	30.8	17.9	63.6	43.4
8.5	31.5	18.6	64.8	44.2
8.6	32.2	19.3	66.0	45.0
8.7	32.9	20.0	67.2	45.8
8.8	33.6	20.7	68.4	46.6
8.9	34.3	21.4	69.6	47.4
9.0	35.0	22.1	70.8	48.2
9.1	27.4	22.8	72.0	49.1
9.2	28.0	23.5	73.2	50.0
9.3	28.6	24.2	74.4	50.9
9.4	29.2	24.9	75.6	51.8
9.5	29.8	25.7	76.8	52.7
9.6	30.4	26.5	78.0	53.7
9.7	31.0	27.3	79.3	54.7
9.8	31.6	28.1	80.6	55.7
9.9	32.2	28.9	81.9	56.7
10.0	32.8	29.7	83.2	57.7
10.1	33.4	30.5	84.6	58.7
10.2	34.0	31.3	86.0	59.7
10.3	34.6	32.1	87.4	60.7
10.4	35.2	32.9	88.8	61.7
10.5	35.8	33.7	90.2	62.7
10.6	36.4	34.5	91.6	63.7
10.7	37.0	35.3	93.0	64.7
10.8	37.6	36.1	94.4	65.7
10.9	38.2	36.9	95.8	66.7
11.0	38.8	37.7	97.2	67.7
11.1	39.4	38.5	98.6	68.7
11.2	40.0	39.3	100.0	69.7
11.3	40.6	40.1	101.4	70.7
11.4	41.2	40.9	102.8	71.7
11.5	41.9	41.7	104.2	72.7
11.6	42.6	42.5	105.6	73.7
11.7	43.3	43.3	107.0	74.8
11.8	44.0	44.1	108.4	75.9
11.9	44.7	44.9	109.8	77.0
12.0	45.4	45.7	111.2	78.1
12.1	46.1	46.5	112.6	79.2
12.2	46.8	47.3	114.0	80.3
12.3	47.5	48.1	115.4	81.4
12.4	48.2	48.9	116.8	82.5
12.5	48.9	49.7	118.2	83.7
12.6	49.6	50.5	119.6	84.9
12.7	50.3	51.3	121.0	86.1
12.8	51.0	52.1	122.4	87.3
12.9	51.7	52.9	123.8	88.5
13.0	52.4	53.7	125.2	89.7
13.1	53.1	54.6	126.6	90.9
13.2	53.8	55.5	128.0	92.1
13.3	54.5	56.4	129.4	93.3
13.4	55.2	57.3	130.8	94.5
13.5	55.9	58.2	132.2	95.7
13.6	56.6	59.1	133.6	96.9
13.7	57.4	60.0	135.0	98.1
13.8	58.2	60.9	136.4	99.3
13.9	59.0	61.8	137.8	100.5
14.0	59.8	62.7	139.3	101.8
14.1	60.7	63.6	140.8	103.1
14.2	61.6	64.5	142.3	104.4
14.3	62.5	65.4	143.9	105.7
14.4	63.4	66.3	145.5	107.0
14.5	64.3	67.3	147.2	108.3
14.6	65.2	68.3	148.9	109.6
14.7	66.1	69.3	150.6	110.9
14.8	67.0	70.3	152.3	112.2
14.9	67.9	71.3	154.0	113.5
15.0	68.8	72.3	155.7	114.9
15.1	69.7	73.4	157.4	116.3
15.2	70.6	74.5	159.1	117.8
15.3	71.5	75.6	160.8	119.3
15.4	72.4	76.8	162.5	120.8
15.5	73.3	78.0	164.2	122.3
15.6	74.2	79.2	166.0	123.8
15.7	75.1	80.4	167.9	125.3
15.8	76.0	81.6	169.8	126.8
15.9	76.9	82.8	171.8	128.3
16.0	77.8	84.0	173.8	129.8
16.1	78.7	85.2	175.8	101.4
16.2	79.6	86.4	177.8	102.7
16.3	80.5	87.6	179.8	104.0
16.4	81.4	88.8	181.9	105.4
16.5	82.3	90.0	184.0	106.8
16.6	83.3	91.2	186.1	108.2
16.7	84.3	92.4	188.3	94.3
16.8	85.4	93.6	190.5	95.6
16.9	86.6	94.8	192.7	97.0
17.0	87.8	96.0	194.9	98.4
17.1	89.0	97.2	197.2	99.8
17.2	90.2	98.4	199.5	101.2
17.3	91.4	99.6	201.8	102.6
17.4	92.7	100.8	204.2	104.0
17.5	94.0	88.1	206.6	105.4
17.6	95.3	75.4	209.0	106.8
17.7	96.6	51.7	211.4	108.2
17.8	97.9	64.9	213.8	109.6
17.9	99.3	53.5	216.2	111.1
18.0	100.7	54.4	218.6	112.6
18.1	102.1	55.3	221.0	114.1
18.2	103.5	56.2	223.4	115.6
18.3	104.9	57.1	225.8	117.1
18.4	106.3	58.0	228.2	118.6
18.5	107.7	59.0	230.6	120.1
18.6	109.1	60.0	233.0	121.6
18.7	110.5	61.0	235.4	123.1
18.8	111.9	62.0	237.8	124.6
18.9	113.3	63.0	240.2	126.1
19.0	114.7	64.0	242.7	127.6
19.1	116.1	65.0	245.2	129.2
19.2	117.5	66.0	247.7	113.3
19.3	118.9	67.0	250.3	114.8
19.4	120.3	68.0	252.9	116.3
19.5	121.7	69.0	255.5	117.8
19.6	123.2	70.0	258.1	119.3
19.7	124.8	71.0	260.7	120.8
19.8	126.4	72.0	263.3	122.3
19.9	128.0	73.0	265.9	123.8
20.0	129.6	74.0	268.5	125.3
20.1	131.2	75.0	271.1	126.8
20.2	132.8	76.1	273.7	128.3
20.3	134.5	77.3	276.3	129.8
20.4	136.3	78.5	278.9	131.4
20.5	138.1	79.7	281.5	133.0
20.6	139.9	80.9	284.1	134.6
20.7	141.7	82.1	286.7	136.3
20.8	143.5	83.3	289.3	138.0
20.9	145.3	84.6	291.9	139.7
21.0	147.1	85.9	294.5	123.2
21.1	149.0	87.2	297.1	107.7
21.2	150.9	88.5	299.7	109.2
21.3	152.8	89.8	302.3	79.7
21.4	154.7	91.1	304.9	81.0
21.5	156.6	92.4	307.5	69.8
21.6	158.5	93.7	310.1	71.0
21.7	160.4	95.0	290.9	60.0
21.8	162.3	96.3	293.4	61.1
21.9	164.3	97.6	274.2	52.0
22.0	166.3	98.9	276.6	53.1
22.1	168.3	100.2	257.4	54.2
22.2	170.3	101.5	239.1	55.3
22.3	172.3	102.8	220.7	56.4
22.4	174.3	104.1	222.8	57.5
22.5	176.3	105.4	224.9	58.6
22.6	178.3	106.8	227.0	59.7
22.7	180.3	108.2	229.1	60.8
22.8	182.3	109.7	231.2	61.9
22.9	184.3	111.2	233.3	63.1
23.0	186.3	112.7	235.4	64.3
23.1	188.3	114.2	237.5	65.5
23.2	190.3	115.7	239.6	66.7
23.3	192.3	117.3	241.7	67.9
23.4	194.3	118.9	243.8	69.1
23.5	196.3	120.5	245.9	70.3
23.6	198.3	122.1	248.0	71.5
23.7	200.3	123.7	250.1	72.7
23.8	202.3	125.3	252.2	73.9
23.9	204.3	126.9	254.4	75.1
24.0	206.3	128.5	256.7	76.4
24.1	208.3	130.1	259.0	77.7
24.2	210.3	131.7	261.4	79.1
24.3	212.3	133.3	263.8	80.5
24.4	214.3	134.9	266.2	81.9
24.5	216.3	136.5	268.6	83.3
24.6	218.3	138.1	271.0	84.7
24.7	220.3	139.7	273.4	86.1
24.8	222.3	141.3	275.8	87.5
24.9	224.3	143.0	278.2	88.9
25.0	226.3	144.7	280.6	90.3
25.1	228.3	146.4	283.1	91.7
25.2	230.3	148.2	285.6	93.1
25.3	232.3	114.1	264.9	94.5
25.4	234.3	115.7	267.4	95.9
25.5	236.3	100.2	246.8	97.3
25.6	190.9	101.7	249.2	98.7
25.7	216.4	103.3	228.8	100.1
25.8	171.8	104.9	210.6	101.5
25.9	133.8	106.5	212.8	102.9
26.0	175.2	108.1	175.4	104.3
26.1	136.8	109.7	196.7	105.7
26.2	120.3	111.4	179.4	107.1
26.3	139.8	113.1	181.4	108.5
26.4	123.1	114.8	183.4	109.9
26.5	109.4	116.5	185.4	97.2
26.6	125.9	118.2	187.4	85.8
26.7	112.1	119.9	189.4	75.2
26.8	100.3	121.6	191.4	64.6
26.9	101.6	123.3	193.4	65.6
27.0	79.4	125.0	195.5	66.6
27.1	70.1	126.7	197.6	46.5
27.2	81.6	128.4	199.7	47.4
27.3	61.6	130.1	201.8	48.3
27.4	62.5	131.8	203.9	49.2
27.5	74.1	133.6	206.0	50.1
27.6	64.3	135.5	208.2	51.0
27.7	65.2	137.4	210.4	52.0
27.8	66.2	139.4	212.6	53.0
27.9	67.2	141.4	214.8	54.0
28.0	68.2	143.4	217.0	55.0
28.1	69.2	145.4	219.3	56.0
28.2	70.2	147.4	221.7	57.0
28.3	71.2	149.4	224.1	58.0
28.4	72.2	151.4	226.6	59.0
28.5	73.2	153.4	229.1	60.1
28.6	62.9	155.4	231.6	61.2
28.7	63.8	157.4	234.2	62.3
28.8	64.7	159.4	236.8	63.4
28.9	65.6	161.4	239.4	64.5
29.0	66.5	163.4	242.0	65.6
29.1	67.4	165.4	244.6	66.7
29.2	68.3	167.4	247.2	67.8
29.3	69.2	169.4	249.8	68.9
29.4	70.1	171.4	252.4	70.0
29.5	71.1	173.4	255.0	71.1
29.6	72.1	175.4	257.6	72.2
29.7	73.1	177.4	260.3	73.3
29.8	74.1	179.4	263.1	74.4
29.9	75.2	181.4	265.9	75.5
30.0	76.3	183.4	268.7	76.6
30.1	77.4	185.4	271.5	77.7
30.2	78.5	187.4	274.3	78.8
30.3	79.7	189.4	277.1	79.9
30.4	80.9	191.4	279.9	81.0
30.5	82.2	193.4	282.7	82.1
30.6	83.5	195.4	285.5	83.2
30.7	84.8	197.4	288.3	84.3
30.8	86.1	199.4	291.1	85.5
30.9	87.4	201.4	293.9	86.8
31.0	75.5	203.4	296.7	88.1
31.1	76.7	205.4	299.5	89.4
31.2	77.9	207.4	302.4	90.7
31.3	79.1	209.4	305.3	92.0
31.4	80.4	211.4	308.2	93.3
31.5	81.7	213.4	311.1	94.7
31.6	83.0	215.4	314.0	96.1
31.7	84.4	217.5	316.9	97.5
31.8	85.9	219.7	319.8	98.9
31.9	87.4	221.9	322.7	100.3
32.0	88.9	224.1	325.6	101.7
32.1	90.4	226.3	328.5	103.1
32.2	91.9	228.5	331.4	104.5
32.3	93.4	230.7	334.3	105.9
32.4	94.9	232.9	337.2	107.3
32.5	96.4	235.1	340.1	108.8
32.6	97.9	237.3	343.0	110.3
32.7	99.4	216.2	345.9	111.8
32.8	100.9	218.3	348.8	113.3
32.9	102.4	200.5	351.7	114.8
33.0	103.9	183.9	354.6	116.3
33.1	105.4	185.9	357.5	117.8
33.2	106.9	187.9	360.5	119.3
33.3	108.5	189.9	363.5	120.8
33.4	110.1	191.9	366.5	122.3
33.5	111.7	193.9	369.5	123.8
33.6	113.3	195.9	372.5	125.3
33.7	114.9	197.9	350.1	126.8
33.8	116.5	199.9	353.0	128.3
33.9	118.1	201.9	331.6	129.8
34.0	119.7	204.0	310.4	131.3
34.1	121.3	206.1	292.9	132.8
34.2	122.9	208.3	315.9	134.3
34.3	124.5	210.5	298.4	135.8
34.4	126.1	212.7	281.0	137.3
34.5	127.7	214.9	283.7	138.8
34.6	129.3	217.1	286.4	140.3
34.7	130.9	219.3	289.1	141.8
34.8	132.5	221.5	291.8	143.3
34.9	134.1	203.8	294.5	144.9
35.0	135.7	205.9	297.2	146.5
35.1	137.3	188.2	299.9	148.1
35.2	138.9	172.4	302.6	149.7
35.3	140.5	174.3	305.3	151.4
35.4	142.1	143.9	308.0	153.1
35.5	143.7	145.6	310.7	154.8
35.6	145.3	131.9	313.4	156.5
35.7	146.9	133.5	316.1	158.2
35.8	148.5	135.1	318.8	160.0
35.9	150.1	136.7	321.5	161.8
36.0	151.7	138.4	324.2	163.6
36.1	153.3	140.1	326.9	165.4
36.2	154.9	141.8	329.6	167.2
36.3	156.5	143.5	310.4	169.0
36.4	158.1	145.2	313.0	170.8
36.5	159.7	146.9	294.6	172.6
36.6	161.3	148.6	297.1	174.4
36.7	162.9	150.3	257.6	176.2
36.8	164.5	152.0	280.9	178.0
36.9	166.1	153.7	221.3	179.8
37.0	167.7	155.4	243.8	181.6
37.1	169.3	157.2	225.5	183.4
37.2	170.9	159.1	207.4	185.2
37.3	172.6	144.5	171.0	187.0
37.4	174.3	146.3	211.4	188.8
37.5	176.0	148.1	193.2	190.6
37.6	177.7	149.9	158.0	192.4
37.7	179.4	151.8	159.7	194.2
37.8	181.1	153.7	180.0	196.0
37.9	182.8	155.6	163.1	197.8
38.0	184.5	157.5	164.8	179.4
38.1	186.2	159.4	166.5	162.0
38.2	188.0	161.3	168.2	145.7
38.3	189.8	163.2	169.9	147.2
38.4	191.6	165.1	171.6	130.9
38.5	193.4	167.0	173.3	99.9
38.6	195.3	168.9	175.0	116.9
38.7	197.2	170.8	176.7	102.3
38.8	199.1	172.7	178.5	88.6
38.9	201.0	174.6	180.3	89.7
39.0	202.9	176.5	182.2	90.8
39.1	204.8	178.4	184.1	91.9
39.2	206.7	180.3	186.0	93.1
39.3	208.6	182.2	187.9	94.3
39.4	210.5	184.1	189.8	95.5
39.5	212.4	186.0	191.7	96.7
39.6	214.3	187.9	193.6	97.9
39.7	216.2	189.8	195.5	99.1
39.8	218.1	191.7	197.4	100.3
39.9	220.0	193.6	199.3	101.5
40.0	221.9	195.5	201.2	102.7
40.1	223.9	197.4	203.2	103.9
40.2	225.9	199.3	205.2	105.1
40.3	228.0	201.3	207.2	106.3
40.4	230.1	203.3	209.2	107.5
40.5	232.3	205.3	211.2	108.7
40.6	234.5	207.4	196.4	109.9
40.7	236.7	209.5	198.4	111.2
40.8	238.9	211.6	200.4	112.5
40.9	241.1	213.7	202.4	113.8
41.0	243.3	215.9	204.4	115.1
41.1	245.5	218.1	206.4	116.4
41.2	247.7	220.3	208.4	117.7
41.3	249.9	222.5	210.4	119.0
41.4	252.1	224.7	212.4	120.3
41.5	254.3	226.9	214.5	121.6
41.6	256.5	229.1	216.6	122.9
41.7	258.7	231.3	218.7	124.2
41.8	260.9	233.5	220.9	125.5
41.9	263.1	235.7	223.1	126.8
42.0	265.3	237.9	225.3	128.1
42.1	267.5	240.1	227.5	129.4
42.2	269.7	242.3	229.7	130.7
42.3	271.9	244.5	231.9	132.0
42.4	274.1	246.7	234.1	133.3
42.5	276.3	248.9	236.3	134.6
42.6	278.5	251.1	238.5	135.9
42.7	280.7	253.3	240.7	137.2
42.8	282.9	255.6	242.9	138.5
42.9	285.1	257.9	245.1	139.8
43.0	287.4	260.2	247.3	141.1
43.1	289.7	262.5	249.5	142.4
43.2	292.0	264.8	251.7	143.7
43.3	294.4	267.1	253.9	145.0
43.4	296.8	269.5	256.1	146.3
43.5	299.3	271.9	258.3	147.6
43.6	301.8	274.3	260.5	148.9
43.7	304.3	276.7	262.7	150.2
43.8	306.8	279.1	264.9	151.5
43.9	309.3	281.5	267.1	152.8
44.0	311.8	283.9	269.3	154.2
44.1	314.3	286.3	271.5	155.6
44.2	316.8	288.7	273.7	157.0
44.3	319.4	291.1	275.9	138.2
44.4	322.0	293.5	278.1	122.2
44.5	324.6	295.9	280.3	106.5
44.6	327.2	298.3	282.5	107.6
44.7	304.6	300.7	284.7	108.7
44.8	281.9	303.1	286.9	109.8
44.9	284.3	305.6	289.1	110.9
45.0	261.9	308.1	291.3	112.0
45.1	264.2	310.6	293.5	113.1
45.2	241.7	313.1	295.8	114.2
45.3	196.2	315.6	298.1	115.3
45.4	198.3	318.1	300.5	116.5
45.5	224.1	320.6	302.9	117.8
45.6	202.5	323.1	305.3	119.1
45.7	185.6	325.6	285.9	120.5
45.8	187.7	328.1	245.8	121.9
45.9	171.6	330.6	269.0	123.3
46.0	157.0	309.7	250.4	124.7
46.1	159.0	312.2	252.7	126.2
46.2	161.0	291.2	234.0	109.9
46.3	163.1	293.6	216.8	111.3
46.4	165.2	272.8	218.9	112.7
46.5	167.3	253.4	221.0	114.1
46.6	169.4	234.1	223.1	115.5
46.7	171.5	236.2	225.3	116.9
46.8	156.6	196.4	227.5	118.3
46.9	158.6	198.3	229.7	119.7
47.0	143.9	221.1	231.9	121.1
47.1	113.4	182.4	234.1	122.5
47.2	99.6	145.0	236.3	123.9
47.3	101.3	186.0	238.5	125.3
47.4	103.0	167.9	240.8	126.7
47.5	104.7	149.8	243.1	128.1
47.6	106.4	151.4	245.4	129.5
47.7	108.1	153.0	247.7	130.9
47.8	109.8	154.6	250.0	132.3
47.9	111.5	156.2	252.3	133.7
48.0	113.2	157.8	254.6	135.1
48.1	114.9	159.4	256.9	136.5
48.2	116.7	161.0	259.2	138.0
48.3	118.5	162.6	261.5	139.5
48.4	120.3	164.2	263.8	141.0
48.5	122.2	165.8	266.1	142.5
48.6	124.1	167.4	268.4	144.0
48.7	126.0	169.0	270.7	145.5
48.8	127.9	170.6	273.0	147.0
48.9	129.9	172.3	275.4	148.5
49.0	131.9	174.0	277.8	150.0
49.1	133.9	175.7	280.2	151.5
49.2	135.9	177.5	282.6	153.0
49.3	137.9	161.6	285.0	154.5
49.4	139.9	145.7	287.4	156.0
49.5	141.9	147.4	289.8	138.7
49.6	143.9	116.8	292.2	140.1
49.7	145.9	118.3	294.6	122.6
49.8	148.0	119.8	297.1	105.5
49.9	150.1	121.3	299.6	106.7
50.0	152.2	122.8	302.1	107.9
50.1	154.3	124.3	304.6	109.1
50.2	156.4	125.8	307.2	110.3
50.3	158.5	127.3	242.5	111.5
50.4	160.6	128.8	267.1	112.7
50.5	162.7	130.3	247.1	113.9
50.6	164.8	131.9	249.5	115.1
50.7	167.0	133.5	229.5	116.3
50.8	169.2	135.2	209.6	117.5
50.9	171.4	120.1	211.8	118.7
51.0	173.6	106.6	214.0	119.9
51.1	175.8	94.0	194.7	121.1
51.2	178.0	67.7	175.3	103.5
51.3	180.2	82.6	177.3	72.0
51.4	182.4	70.1	179.3	57.2
51.5	184.7	71.3	181.3	73.8
51.6	187.0	72.5	183.4	58.8
51.7	189.3	73.7	185.6	59.6
51.8	191.7	74.9	187.8	60.4
51.9	194.1	76.1	190.0	61.2
52.0	196.5	77.3	192.2	62.0
52.1	198.9	78.5	194.4	62.8
52.2	201.3	79.7	196.6	63.6
52.3	203.7	80.9	198.8	64.4
52.4	166.2	82.1	201.0	65.2
52.5	187.7	83.3	203.2	66.0
52.6	155.2	84.5	205.4	66.8
52.7	157.3	85.8	207.6	67.6
52.8	144.7	87.1	209.8	68.4
52.9	146.7	88.4	212.0	69.2
53.0	148.7	89.7	214.2	70.0
53.1	150.7	91.0	216.4	70.8
53.2	152.7	92.3	218.6	71.6
53.3	154.7	93.6	220.8	72.4
53.4	156.7	94.9	223.0	73.2
53.5	158.7	96.2	225.2	74.0
53.6	160.7	97.5	227.4	74.8
53.7	162.7	98.9	229.6	75.6
53.8	164.7	100.3	231.8	76.4
53.9	166.8	101.8	234.0	49.1
54.0	168.9	103.3	236.2	30.9
54.1	171.1	104.8	238.4	40.1
54.2	173.3	106.3	240.7	22.9
54.3	175.5	107.9	243.0	23.2
54.4	177.8	109.5	245.3	23.5
54.5	180.1	111.1	247.6	23.8
54.6	182.4	112.7	249.9	24.1
54.7	184.7	114.3	252.2	24.4
54.8	187.0	115.9	254.5	24.7
54.9	189.3	117.6	233.0	25.0
55.0	191.6	119.3	235.2	25.3
55.1	193.9	121.0	215.4	7.0
55.2	196.2	122.7	217.5	7.1
55.3	198.5	124.5	198.4	7.2
55.4	200.8	126.3	200.4	7.3
55.5	203.1	128.1	202.4	7.4
55.6	205.5	129.9	204.4	7.5
55.7	208.0	131.7	206.4	7.6
55.8	210.5	133.5	208.4	7.7
55.9	213.0	135.3	210.4	7.8
56.0	198.0	137.1	212.5	7.9
56.1	184.4	138.9	214.6	8.0
56.2	186.8	140.7	216.7	8.1
56.3	157.2	142.5	218.8	8.2
56.4	159.4	144.3	220.9	8.3
56.5	148.0	146.1	223.0	8.4
56.6	150.1	147.9	225.1	8.5
56.7	152.2	149.7	227.2	8.6
56.8	154.3	151.5	229.4	8.7
56.9	156.4	153.3	231.6	8.8
57.0	158.5	155.1	233.8	8.9
57.1	160.6	156.9	236.0	9.0
57.2	162.7	158.7	238.3	9.1
57.3	164.8	160.5	240.6	9.2
57.4	166.9	162.3	242.9	9.3
57.5	169.0	164.1	245.3	9.4
57.6	171.1	165.9	247.7	9.5
57.7	173.2	167.7	250.1	9.6
57.8	175.3	169.5	252.5	9.7
57.9	177.4	171.3	254.9	9.8
58.0	179.5	173.1	257.3	9.9
58.1	181.6	174.9	259.7	10.0
58.2	183.7	176.7	262.1	10.1
58.3	185.9	178.5	264.6	10.2
58.4	188.1	180.3	267.2	10.3
58.5	190.3	182.1	269.8	10.4
58.6	177.1	183.9	272.4	10.5
58.7	163.9	185.7	275.0	10.6
58.8	165.9	187.5	277.6	10.7
58.9	167.9	189.3	280.2	10.8
59.0	169.9	191.1	282.8	11.0
59.1	171.9	193.0	285.4	11.2
59.2	173.9	194.9	288.0	11.4
59.3	175.9	196.8	290.6	11.6
59.4	162.7	198.7	293.2	11.8
59.5	164.6	200.6	270.5	12.0
59.6	166.5	202.5	231.4	12.3
59.7	153.9	204.4	254.5	12.6
59.8	155.9	206.3	236.0	12.9
59.9	157.9	208.2	218.4	13.2
60.0	159.9	210.2	201.2	13.6
60.1	161.9	212.2	222.8	14.0
60.2	163.9	214.2	205.4	14.4
60.3	165.9	216.2	188.6	14.8
60.4	167.9	218.2	156.6	15.2
60.5	169.9	220.2	192.6	15.6
60.6	171.9	222.2	175.7	16.0
60.7	173.9	224.2	162.0	16.4
60.8	175.9	226.2	148.4	16.8
60.9	177.9	228.2	165.8	17.2
61.0	179.9	209.5	152.0	4.7
61.1	181.9	190.9	138.4	5.0
61.2	183.9	192.8	96.2	5.3
61.3	185.9	155.7	141.8	5.7
61.4	188.0	157.4	99.0	6.1
61.5	190.1	159.1	114.7	6.5
61.6	192.2	160.8	102.0	6.9
61.7	194.3	162.5	117.9	7.3
61.8	196.4	164.2	105.0	7.7
61.9	198.5	165.9	106.5	8.1
62.0	200.6	167.6	108.0	8.6
62.1	202.7	169.3	109.5	9.2
62.2	204.8	171.0	111.0	9.8
62.3	206.9	172.8	112.5	10.4
62.4	209.0	174.6	114.0	11.1
62.5	211.1	176.4	115.5	11.8
62.6	213.2	178.3	117.0	12.5
62.7	215.3	180.3	118.5	13.2
62.8	217.4	182.3	120.1	13.9
62.9	219.5	184.4	121.8	14.6
63.0	221.7	186.5	123.5	15.4
63.1	206.4	188.6	125.2	16.2
63.2	208.5	190.7	126.9	17.0
63.3	210.6	192.8	128.6	17.8
63.4	212.7	194.9	130.3	18.6
63.5	214.8	197.0	132.0	19.4
63.6	216.9	199.2	133.7	20.2
63.7	219.0	201.4	135.4	21.0
63.8	203.3	203.6	137.1	21.8
63.9	187.6	205.9	138.8	22.6
64.0	156.5	208.2	140.5	23.5
64.1	174.2	210.5	142.2	24.4
64.2	128.8	212.8	143.9	25.3
64.3	130.4	194.1	145.6	26.2
64.4	147.6	196.3	147.3	27.2
64.5	118.9	198.5	149.0	28.2
64.6	106.5	200.7	150.7	29.2
64.7	122.1	202.9	152.4	30.2
64.8	109.5	205.1	154.1	31.2
64.9	111.0	207.3	155.8	32.2
65.0	112.5	209.5	157.5	33.2
65.1	114.0	211.7	159.2	34.2
65.2	115.5	213.9	160.9	35.2
65.3	117.0	216.1	162.7	36.2
65.4	118.6	218.3	164.5	37.2
65.5	120.2	220.5	166.3	38.3
65.6	121.9	222.7	168.1	39.4
65.7	123.6	224.9	170.0	40.5
65.8	125.4	227.2	172.0	41.6
65.9	127.2	229.5	174.0	42.8
66.0	129.0	231.9	176.0	44.0
66.1	130.8	234.3	178.0	45.2
66.2	132.7	236.7	180.0	46.4
66.3	134.6	239.1	182.0	47.7
66.4	136.5	241.5	184.0	49.0
66.5	138.4	243.9	186.0	50.3
66.6	140.4	246.3	188.0	51.6
66.7	142.5	248.7	190.0	53.0
66.8	144.6	251.1	192.0	54.4
66.9	146.7	253.5	194.0	55.8
67.0	148.8	255.9	196.1	57.2
67.1	150.9	258.4	198.2	58.6
67.2	153.1	260.9	200.3	60.0
67.3	155.3	263.4	202.4	61.4
67.4	125.8	221.8	204.5	62.8
67.5	127.8	245.7	206.6	64.2
67.6	116.0	226.4	208.7	65.6
67.7	117.9	191.2	210.8	67.0
67.8	119.8	193.3	212.9	68.4
67.9	121.8	195.5	215.0	69.8
68.0	123.8	197.7	217.1	71.2
68.1	125.9	200.0	219.2	72.6
68.2	128.0	202.3	221.3	74.0
68.3	130.1	204.6	223.4	75.4
68.4	132.3	206.9	225.5	76.8
68.5	134.5	209.2	227.7	78.2
68.6	136.7	211.5	229.9	79.7
68.7	138.9	213.8	232.1	81.2
68.8	141.1	216.2	234.3	82.8
68.9	143.3	218.6	236.5	84.4
69.0	145.5	221.0	238.7	86.0
69.1	147.7	223.4	240.9	87.6
69.2	149.9	225.8	243.1	89.2
69.3	152.1	228.3	245.3	90.8
69.4	154.3	230.8	247.6	92.4
69.5	156.5	233.4	249.9	94.0
69.6	158.7	236.0	252.3	95.6
69.7	145.2	238.6	254.7	97.2
69.8	147.3	241.2	257.1	98.8
69.9	149.4	243.8	259.5	100.4
70.0	151.5	246.4	262.0	102.0
70.1	153.6	249.0	264.6	103.6
70.2	155.7	251.6	267.2	105.2
70.3	157.8	254.2	269.8	106.8
70.4	159.9	256.8	272.4	108.4
